Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada,Nivel,Direccion,Telefono,Email,Encargado,Email Encargado,Cargo Encargado
La Guajira,RIOHACHA,IPSI SOL WAYUU,900270453,OSWALDO PISCIOTTI VASQUEZ,INDIGENA,SI,1,KRA 11A Nº 8-26,7269838,,,,
La Guajira,RIOHACHA,IPSIANASHANTA SUPUSHUAYA,900209093,CRISPIN ANTONIO FIGUERO CRESPO,INDIGENA,SI,1,Calle 16 Nº 7-54,7278106,anashantasupushuayaipsi@hotmail.com,,,
La Guajira,RIOHACHA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,Calle 21 Carrera 15 Avenida Aeropuerto,7283004,icampo@sena.edu.co,,,
La Guajira,SAN JUAN DEL CESAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,892115010,ELIANA MARGARITA MENDOZA MENDOZA,DEPARTAMENTAL,SI,2,Calle 3 Sur Carreras 4 y 5,095 7740883-7740019-7740010,gerenciasanrafaelsj.gov.co,,,
La Guajira,URIBIA,ESE HOSPITAL DE NAZARETH,892115347,WILDER DE JESUS CURVELO PELAEZ,MUNICIPAL,SI,1,CALLE 11 N° 5-51 PISO 2 (RIOHACHA SEDE ADMNISTRATIVA),7285484,hospitalnazareth@hotmail.com,,,
La Guajira,URIBIA,ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,800061765,MELBA LUZ CORTES BOLAÑO,MUNICIPAL,SI,1,TRANSVERSAL 8 Nº 6-45,57177532 -,hnspsdeuribia@yahoo.es,,,
La Guajira,URIBIA,IPSI PALAIMA,900185729,TENILDA BEATRIZ LEDEZMA ALVAREZ,INDIGENA,SI,1,KRA 13A No 10B-45,7177000,ipsipalaima@hotmail.com,,,
La Guajira,URIBIA,OUTTAJIAPULEE IPSI,900191322,IVON ROSANA MANJARREZ USTARIZ,INDIGENA,SI,1,CALLE 14 No. 7F-45 BARRIO ISMAEL GARCIA,7177644,gerencia@outtajiapuleeipsi.com,,,
La Guajira,URUMITA,ESE HOSPITAL SANTA CRUZ DE URAMITA,800213942,YADIRA BEATRIZ TABARES RODRIGUEZ,MUNICIPAL,SI,1,CARRERA 9 No 8 - 16 BARRIO EL CENTRO,(0957)778098,Hospitalsantacruz@hotmail.con,,,
La Guajira,VILLANUEVA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,800075650,DARIO FABRICIO JOSE MARTINEZ FERREIRA,MUNICIPAL,SI,1,CALLE 14 No. 13-27,957772051,hostomas@hotmail.com,,,
Magdalena,ALGARROBO,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,819003618,Ana Castro Meriño,DEPARTAMENTAL,SI,1,CLLE 9 No 8-13,3107279491,,,,
Magdalena,ARACATACA,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,819001712,IVAN DAVID DE LEON VILLA,DEPARTAMENTAL,SI,1,CARRETERA TRONCAL FRENTE ESTADIO CHELO CASTRO,4270462,eseluisasantiaga@hotmail.com,,,
Magdalena,ARIGUANÍ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,819001107,NORALYS MARIA HERNANDEZ SENA,DEPARTAMENTAL,SI,1,CARRETERA PRINCIPAL SALIDA A PLATO,4258152,gerencia@hospitalariguani.gov.co,,,
Magdalena,CERRO SAN ANTONIO,ESE HOSPITAL DE CERRO DE SAN ANTONIO,819001307,ERIKA TRINIDAD PONCE BALDOVINO,DEPARTAMENTAL,SI,1,Cra 5 No 1A-82,3114254380,esehospitalcerro@yahoo.es,,,
Magdalena,CHIBOLO,E.S.E. HOSPITAL LOCAL DE CHIVOLO,819001269,LILIANA EVELIN MARRIAGA PARRAO,MUNICIPAL,SI,1,CALLE 5 No 19-20 barrio el progreso,4854103,eselocadechibolo@yahoo.com,,,
Magdalena,CIÉNAGA,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,800130625,ANGEL RAFAEL FERNANDEZ GAMERO,DEPARTAMENTAL,SI,2,Calle 5A con Carrera 21,4240896,gerencia@esehospitalsancristobalcienaga.gov.co,,,
Magdalena,CONCORDIA,ESE HOSPITAL LOCAL DE CONCORDIA,819003462,JESUS DANIEL GUTIERREZ JIMENEZ,DEPARTAMENTAL,SI,1,Calle 5A No 5-20,3014538515,ese_hlc@hotmail.com,,,
Magdalena,EL BANCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,800154347,Jesus David Numa Urrea,DEPARTAMENTAL,SI,2,CALLE 7 ENTRE KRAS 17B Y 18,4292245,hospitallacandelaria@gmail.com,,,
Magdalena,EL BANCO,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,819004280,ROY ENRIQUE GARCIA SANCHEZ,MUNICIPAL,SI,1,CL 7 # 7 - 39,4294157,cssamuelv@yahoo.es,,,
Magdalena,EL PIÑON,ESE HOSPITAL SAN PEDRO DE EL PIÑON,819001312,Yuris Patricia Montenegro Chavez,MUNICIPAL,SI,1,CALLE 13 No 3 - 27,3106013820,esehospital@hotmail.com,,,
Magdalena,EL RETÉN,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,819001796,ALVARO ISAAC RUIZ VENCE,MUNICIPAL,SI,1,CALLE 4 CARRERA 6 ESQUINA,312 687 84 10,rociolaramier@hotmail.com,,,
Magdalena,FUNDACIÓN,E.S.E. HOSPITAL SAN RAFAEL,891780008,DARWIN AVILA SIERRA,DEPARTAMENTAL,SI,2,CALLE 16 Nº 5A - 46,4142354,esesanrafael@yahoo.com,,,
Magdalena,FUNDACIÓN,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,819002551,MELQUISIDED AREVALO ACOSTA,MUNICIPAL,SI,1,CL 3 14 - 35,954131106,esepazdelrio@yahoo.es,,,
Magdalena,FUNDACIÓN,GONAWINDUA ETTE ENNAKA IPS INDIGENA,819003539,ALFONSO TORRES VILLAFAÑE,INDIGENA,SI,1,KANKAWARWA RESGUARDO ARHUACO DE LA SIERRA,4347316,leyuman@gmail.com,,,
Magdalena,GUAMAL,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,819002534,Milena Del Carmen Chaves Charris,DEPARTAMENTAL,SI,1,CALLE 10 CARRERA 5 ESQUINA,4182016,m.chaves02@hotmail.com,,,
Magdalena,NUEVA GRANADA,ESE HOSPITAL LOCAL DE NUEVA GRANADA,819004318,CLARENA INES GUERRA MACIAS,DEPARTAMENTAL,SI,1,CL 9 N0. 8-15,3107066390,esehospitalnuevagranada@hotmail.com,,,
Magdalena,PEDRAZA,HOSPITAL DE PEDRAZA E.S.E.,819001345,KARENT MILENA MOJICA ORTEGA,DEPARTAMENTAL,SI,1,Calle 3 Cra 6 Esquina,3145922457,hospitalsanpablodepedraza@hotmail.com,,,
Magdalena,PIJIÑO DEL CARMEN,ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN,819001274,JAISON ELJADUE HERRERA,DEPARTAMENTAL,SI,1,Kra 5 No. 7A 119,3145920627,esepijino@hotmail.com,,,
Magdalena,PIVIJAY,E.S.E HOSPITAL SANTANDER HERRERA DE PIVIJAY,819002025,LAURA FERNANDA CASADO PISCIOTTI,DEPARTAMENTAL,SI,2,CALLE 14 No.12-46,4158468 - 3116602130,gerencia@esehsh.gov.co,,,
Magdalena,PLATO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,819001483,EFRAIN ANTONIO GARCIA JIMENEZ,DEPARTAMENTAL,SI,2,VIA 14 CARRETERA DE LOSCONTENEDORES,4851016-4852033,carterahospitalfrayluis@gmail.com,,,
Magdalena,PLATO,ESE HOSPITAL 7 DE AGOSTO,819002363,PIER ANGELY VELASCO AGUILAR,MUNICIPAL,SI,1,CARRERA 23 CALLE 14 ESQUINA,4841895,esehospital7plato@hotmail.com,,,
Magdalena,PUEBLOVIEJO,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SAN JOSE,819001309,DEIBY YESITH PACHECO BARRIOS,DEPARTAMENTAL,SI,1,TRONCAL DEL CARIBE VIA CIENAGA - BARRANQUILLA,3008015891,esehospitallocalpviejo@yahoo.es,,,
Magdalena,REMOLINO,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE REMOLINO,819001235,JOHN LOUIS CAMPO OROZCO,DEPARTAMENTAL,SI,1,CL 9 KR 2 ESQ,3016017565,hospitallocalderemolino@gmail.com,,,
Magdalena,SABANAS DE SAN ANGEL,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,819003599,VIVIAN CORREA PONCE,DEPARTAMENTAL,SI,1,Calle Principal frente al parque,3215399013,esesabanas@yahoo.es,,,
Magdalena,SALAMINA,ESE HOSPITAL LOCAL DE SALAMINA,819001352,CONSTANZA DEL PILAR CLAVIJO PACHECO,MUNICIPAL,SI,1,CALLE 5a. No. 7-13 BARRIO ARRIBA,4180008,esehospitalsalamina@hotmail.com,,,
Magdalena,SAN SEBASTIÁN DE BUENAVISTA,EMPRESA SOCIAL DEL ESTADO HOSPITAL RAFAEL PABA MANJARREZ,819000736,ELLYS RANGEL DE LA CRUZ,DEPARTAMENTAL,SI,1,CALLE 7 Nº 2-108,3114037760,hospitalrapama@hotmail.com,,,
Magdalena,SAN ZENÓN,ESE HOSPITAL LOCAL SAN ZENON,819001273,ALBERTO MANUEL HERNANDEZ RICARDO,DEPARTAMENTAL,SI,1,Calle Principal,3106861584,hptsanzenon@yahoo.es,,,
Magdalena,SANTA ANA,E.S.E. HOSPITAL NUESTRA SEÑORA SANTA ANA,819000626,SHELLY DEL CARMEN CUADRO CURE,DEPARTAMENTAL,SI,1,CARRERA 6 Nº 1A - 14,6837018,esesantana47@hotmail.con,,,
Magdalena,SANTA BÁRBARA DE PINTO,EMRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SANTA Bárbara DE PINTO,819004347,LIDA ESTHER VERA SINNING,DEPARTAMENTAL,SI,1,CRA 6 No 2A- 08,3135958417,esepinto@hotmail.com,,,
Magdalena,SANTA MARTA,Defensa Civil Colombiana,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI,1,cra 16a # 16-90 barrio Cundi,4202850,sec.magdalena@defensacivil.gov.co,,,
Magdalena,SANTA MARTA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO FERNANDO TROCONIS,891780185,,DEPARTAMENTAL,SI,3,Calle 23 CARRERA 14 ESQUINA,4346262,"gerencia@hospitalfernandotroconis.com;
tomdiazgra@hotmail.com;
calidad@hospitalfernandotroconis.com",,,
Magdalena,SANTA MARTA,ESE ALEJANDRO PROSPERO REVEREND,819004070,OMAR DE JESUS SUAREZ PRASCA,DISTRITAL,SI,1,Avenida del Libertador # 25-67,4237009,correoese@esealprorev.gov.co,,,
Magdalena,SANTA MARTA,GONAWINDUA ETTE ENNAKA IPS INDIGENA,819003539,ALFONSO TORRES VILLAFAÑE,INDIGENA,SI,1,CALLE 11 A N 19-34,4347316,leyuman@gmail.com,,,
Magdalena,SANTA MARTA,SERVICIO DOCENTE ASISTENCIAL CLINICA ODONTOLOGICA UNIVERSIDAD DEL MAGDALENA,891780111,PABLO HERNAN VERA SALAZAR,DEPARTAMENTAL,SI,1,Carrera 32 22-08 San Pedro Alejandrino,4217940(144),clínicaodontologica@unimagdalena.edu.co,,,
Magdalena,SANTA MARTA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,AVENIDA DEL FERROCARRIL #27-97,4212065,idomingum@sena.edu.co,,,
Magdalena,SITIONUEVO,E.S.E. HOSPITAL LOCAL DE SITIO NUEVO,819001363,CARMEN ALICIA MONSALVO CARPINTERO,DEPARTAMENTAL,SI,1,CALLE 2 Nº 8-20,4146151,,,,
Magdalena,TENERIFE,E.S.E. HOSPITAL LOCAL DE TENERIFE,819001302,ANA GARCIA JULIO,DEPARTAMENTAL,SI,1,CARRERA 8 Nº 9 - 54,4860657,esehospitaltenerife@hotmail.com,,,
Magdalena,ZAPAYÁN,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ZAPAYAN,819004503,JOSE ANGEL DE LA HOZ OROZCO,DEPARTAMENTAL,SI,1,VIA PIEDRAS DE MOLER,3106320164,esezapayan@gmail.com,,,
Magdalena,ZONA BANANERA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ZONA BANANERA,819003632,NELSON ENRIQUE GARCIA PEREZ,DEPARTAMENTAL,SI,1,Carrera 11 N 4-40 sevilla,3126606290 - 3205004746-3126603211,hospitalzonabananera@hotmail.com,,,
Meta,ACACÍAS,HOSPITAL MUNICIPAL DE ACACIAS ESE,892000264,NUBIA ESPERANZA TORRES ROJAS,MUNICIPAL,SI,1,Dg 15 N° 26-21 Barrio San Jose,986560160,hospitaldeacacias@hospitaldeacacias.gov.co,,,
Meta,CASTILLA LA NUEVA,HOSPITAL DE CASTILLA LA NUEVA ESE,900004059,ROSA MARIA JIMENEZ BAQUERO,MUNICIPAL,SI,1,CRA 8 No 15 VIA A CACAYAL,6750293,gerenteesecastillalanueva@gmail.com,,,
Meta,CUBARRAL,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE CUBARRAL,900048040,KAROL BIBIANA BAQUERO GUTIERREZ,MUNICIPAL,SI,1,CALLE 10 No. 19-18,6763355,esecubarral@hotmail.com,,,
Meta,EL DORADO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE EL DORADO,900081643,GERMAN ANDREY ACOSTA ALVARADO,MUNICIPAL,SI,1,Calle 6 Nº 3-24,3202130078,shospitaleldorado@gmail.com,,,
Meta,FUENTE DE ORO,HOSPITAL LOCAL PRIMER NIVEL E.S.E. FUENTE DE ORO,822001570,CLAUDIA MARCELA BAYONA RODRIGUEZ,MUNICIPAL,SI,1,CARRERA 14 No. 14-36,3157528343,gerencia.hospitalfuentedeoro@gmail.com,,,
Meta,GRANADA,ESE PRIMER NIVEL GRANADA SALUD,900005594,ZAIDA MILENA LONDOÑO CHAVARRO,MUNICIPAL,SI,1,CARRERA 5A NO.14A-17,6585434,contacto@eseprimernivelgranadasalud.gov.co,,,
Meta,GRANADA,Hospital Departamental de Granada - Empresa Social del Meta,800037021,MONICA MARIA DELGADO PINILLOS,DEPARTAMENTAL,SI,2,Calle 15 Entre 2 y 4,6587800,gerencia@hospitalgranada.gov.co,,,
Meta,GUAMAL,HOSPITAL LOCAL DE GUAMAL PRIMER NIVEL E.S.E.,800037202,JAIRO ANDRES MUÑOZ VIZCAINO,MUNICIPAL,SI,1,CARRERA 7 No. 14 28 BARRIO LOS FUNDADORES,986755038,gerencia@hospitalguamal.gov.co,,,
Meta,PUERTO LÓPEZ,HOSPITAL LOCAL DE PUERTO LOPEZ ESE,800037979,ALVARO HERNANDO PINILLA LEON,MUNICIPAL,SI,1,CALLE 8 No. 6-50 BARRIO GAITAN PUERTO LÓPEZ META,6450955,gerente@esehospitalocal-puertolopez-meta.gov.co,,,
Meta,PUERTO RICO,ESE HSOPITAL NIVEL I PUERTO RICO,900061048,JOSE ALEXANDER DIAZ VERGARA,MUNICIPAL,SI,1,CALLE 14 No 3 - 37 B. CENTRO,6596341,hospitalpuertoricoese@gmail.com,,,
Meta,RESTREPO,"EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE ""SOLUCION SALUD""",822006595,LUIS IGNACIO BETANCOURT SILGUERO,DEPARTAMENTAL,SI,1,CL 37 No 41 80 BARRIO BARZAL ALTO,6610200,gerencia@esemeta.gov.co,,,
Meta,SAN CARLOS DE GUAROA,cuerpo de bomberos voluntarios surimena,822004266,alberto antonio gonzalez cañizales,NACIONAL,SI,1,inspeccion surimena,3152337584,bomberos_surimena@hotmail.com,,,
Meta,SAN CARLOS DE GUAROA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE SAN CARLOS DE GUAROA,900077520,MILAYEV GONZALEZ RODRIGUEZ,MUNICIPAL,SI,1,CALLE 5 NUMERO 8-04 ESQUINA,6557112,esesancarlos@hotmail.com,,,
Meta,SAN MARTÍN,EMPRESA LOCAL DEL ESTADO HOSPITAL LOCAL DE SAN MARTIN DE LOS LLANOS,892000458,ANDRES FERNANDEZ CORTES,MUNICIPAL,SI,1,CALLE 4 NRO 7-34,098-6488333,administracion@hospitalsanmartinmeta.gov.co,,,
Meta,VILLAVICENCIO,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,822002459,MARIA MIRYAM LEMA CASTAÑO,MUNICIPAL,SI,1,CRA 36 NO. 32-43/45,6614100,calidad@esedevillavicencio.gov.co,,,
Meta,VILLAVICENCIO,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,892000501,LUIS OSCAR GALVES MATEUS,DEPARTAMENTAL,SI,2,CALLE 37 A NRO.28-53 BARZAL ALTO,0986817901 ext 111,gerencia.asistente@hdv.gov.co,,,
Meta,VILLAVICENCIO,JUNTA DEFENSA CIVIL OLIMPICO POPULAR,800007899,NURY REYES RUIZ,MUNICIPAL,SI,2,CALLE 18 NO 33-137 B. EL NOGAL,6705941,SEC.META@DEFENSACIVIL.GOV.CO,,,
Meta,VILLAVICENCIO,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,DEPARTAMENTAL,SI,1,KILOMETRO 1 VIA ACACIAS,6635729,WWW.SENA.EDU.CO,,,
Nariño,ALBÁN,ESE CENTRO DE SALUD SAN JOSE,900131684,HAROLD ERNESTO ORDOÑEZ LOPEZ,MUNICIPAL,SI,1,BARRIO SAN CARLOS SALIDA NORTE,092-7430131,esesanjosealban@yahoo.es,,,
Nariño,ALDANA,E.S.E. CENTRO DE SALUD NUESTRA SEÑORA DEL PILAR,900192678,MANUELA ELISABETH MONTENEGRO GUERRERO,MUNICIPAL,SI,1,CRA. 6ª BARRIO EL PROGRESO,7777290,"esealdana@gmail.com;
manuelad9@hotmail.com",,,
Nariño,ANCUYÁ,CENTRO DE SALUD ANCUYA E.S.E.,900000410,EDUAR FABIAN ZAMBRANO BENAVIDES,MUNICIPAL,SI,1,CL 1 No.5-23,927287396,ancuyaese@gmail.com,,,
Nariño,ARBOLEDA,E.S.E CENTRO DE SALUD SAN MIGUEL,900135676,AMANDA LILIANA VIVEROS ORDONEZ,MUNICIPAL,SI,1,Barrio San Jose,7265793,esesanmiguel@gmail.com,,,
Nariño,BARBACOAS,ASOCIACION DE AUTORIDADES Y CABILDOS AWA UNIPA,840000269,Rider Pai Nastacuas,INDIGENA,SI,1,CORREGIMIENTO JUSTO ORTIZ,7752530,saludawa@gmail.com,,,
Nariño,BARBACOAS,E.S.E. HOSPITAL SAN ANTONIO DE BARBACOAS,891200445,OSCAR ARTURO HIDALGO LOPEZ,MUNICIPAL,SI,1,BARBACOAS,7468018,hospsab@hotmail.com,,,
Nariño,BELÉN,E.S.E. CENTRO DE SALUD BELEN,814001677,CLAUDIA LUCIA BENAVIDES GOMEZ,MUNICIPAL,SI,1,KR 1a # 1 A 124,7440215,esecsb@gmail.com,,,
Nariño,BUESACO,E.S.E. CENTRO DE SALUD VIRGEN DE LOURDES,900142579,MARILUZ MONCAYO VILLARREAL,MUNICIPAL,SI,1,KR 4 CL 14,7420386,mariluzmoncayo@gmail.com,,,
Nariño,CHACHAGÜÍ,E.S.E. CENTRO DE SALUD NUESTRA SEÑORA DE FÁTIMA,900134497,VICTOR RAUL MARTINEZ MARTINEZ,MUNICIPAL,SI,1,KR 9° N° 2-54 BRR PANAMERICANO,7328350,,,,
Nariño,COLÓN,E.S.E. CENTRO DE SALUD LA BUENA ESPERANZA,900136920,ENITH PILAR MUÑOZ DIAZ,MUNICIPAL,SI,1,BARRIO LA PAZ,7264629,labuenaesperanzaese@gmail.com,,,
Nariño,CONSACA,CENTRO DE SALUD DE CONSACA EMPRESA SOCIAL DEL ESTADO,814006732,ELBA XIMENA VILLACREZ RUIZ,MUNICIPAL,SI,1,KR 3 # 8-39,7423251,ese-consaca@hotmail.com,,,
Nariño,CONTADERO,CENTRO DE SALUD SAGRADO CORAZON DE JESUS E.S.E.,900126794,MELANIA YANIRA HORMAZA LUCERO,MUNICIPAL,SI,1,Barrio El Centro,7752874,cscorazondejesus@hotmail.com,,,
Nariño,CÓRDOBA,CENTRO DE SALUD DE SAN BARTOLOME DE CORDOBA ESE,814006908,JOSE FABIO GOMEZ CUARAN,MUNICIPAL,SI,1,AV SAN BARTOLOME,7780085,,,,
Nariño,CÓRDOBA,centro de salud indigena del resguardo de males,814003254,arlez benancio culchac chaves,INDIGENA,SI,1,CLL 02 N° 03-03 B/ Prados del Centro,3185675346,censaim@gmail.com,,,
Nariño,CUASPUD,CENTRO DE SALUD CUASPUD-CARLOSAMA EMPRESA SOCIAL DEL ESTADO,814006607,DIANA PAOLA MORENO MAYA,MUNICIPAL,SI,1,CRA 1 1A-16 TOMAS CIPRIANO,3006505771,esecuaspudcarlosama@gmail.com,,,
Nariño,CUASPUD,IPS INDIGENA DE CARLOSAMA DE LA ASOCIACION DE AUTORIDADES INDIGENAS DE LOS PASTOS,814004052,JOSE ANIBAL TIPAZ PANTOJA,INDIGENA,SI,1,KR 2a BR SAN BERNARDO,7752450,ipsindigena-tesor@hotmail.com,,,
Nariño,CUMBAL,ESE HOSPITAL CUMBAL,814001329,AMANDA BIBIANA VALENZUELA TAYMAIL,MUNICIPAL,SI,1,KR 12 CL 18 # 8-00,7798043,esehospitalcumbal@hotmail.com,,,
Nariño,CUMBAL,IPS DEL CABILDO INDIGENA DE CHILES,900089294,WILSON ARMANDO RISUEÑO,INDIGENA,SI,1,VEREDA LA CALERA,7752022,ipsindigenachiles@gmail.com,,,
Nariño,CUMBAL,IPS INDIGENA CABILDOS CUMBAL PANAN CHILES Y MAYASQUER,814003158,CLEVER YOVANNY IRUA CUASPUD,MUNICIPAL,SI,1,KR 13 # 20-55,7798532,,,,
Nariño,CUMBITARA,E.S.E. SAN PEDRO DE CUMBITARA,900179095,SEBASTIAN JACOBO JIMENEZ PAZ,MUNICIPAL,SI,1,BR BELEN,7265543,esesanpedro@gmail.com,,,
Nariño,EL CHARCO,Hospital Sagrado Corazón de Jesús Empresa Social del Estado de El Charco,891201108,HECTOR HARVEY DAZA GOMEZ,MUNICIPAL,SI,1,KR. 2 - CL. 12 ESQ.,7470036,hscjeseelcharco@hotmail.com,,,
Nariño,EL PEÑOL,E.S.E CENTRO DE SALUD SAN ISIDRO DE EL PEÑOL,900126464,ROVEIRO HENRY LEITON CERON,MUNICIPAL,SI,1,El peñol Barrio VILLA FLOR,7265422,sanisidro_yahoo.es,,,
Nariño,EL ROSARIO,ESE DE PRIMER NIVEL DE EL MUNICIPIO DE EL ROSARIO,900145604,ALVARO HERNAN GUAMPE NARANJO,MUNICIPAL,SI,1,BARRIO LA CRUZ,7265457,www.censaludrosario@hotmail.com,,,
Nariño,EL TABLÓN DE GÓMEZ,E.S.E. CENTRO DE SALUD DEL TABLON DE GOMEZ,900154361,JESSICA ANDREA NARVAEZ NOGUERA,MUNICIPAL,SI,1,FRENTE AL PARQUE PRINCIPAL,3104002027,jesikli@hotmail.com,,,
Nariño,EL TABLÓN DE GÓMEZ,IPS-I del Pueblo Inga en Aponte,900408019,Carmen Alicia Guerrero Erazo,INDIGENA,SI,1,Resguardo Indigena Inga de Aponte,3136006707,ipsidelpuebloingaenaponte@hotmail.com,,,
Nariño,EL TAMBO,CENTRO HOSPITAL SAN LUIS E.S.E.,900153346,MARGOTH DEL SOCORRO HIDALGO LOPEZ,MUNICIPAL,SI,1,BARRIO RICAURTE CARRERA 5 CALLE 11 ESQUINA,7450124,centrohospitalsanluisese@yahoo.es,,,
Nariño,FRANCISCO PIZARRO,E.S.E. CENTRO DE SALUD SEÑOR DEL MAR,900140894,MONICA YOLANDA PANTOJA AGUIRRE,MUNICIPAL,SI,1,CASCO URBANO,3108399392,monica8pantoja@hotmail.com,,,
Nariño,FUNES,CENTRO DE SALUD FUNES E.S.E.,900128655,CARLOS ALBERTO AGUIRRE CORTES,MUNICIPAL,SI,1,AV LA ESPERANZA,7789139,esefunes@yahoo.es,,,
Nariño,GUACHUCAL,HOSPITAL GUACHUCAL ESE,837000286,GRACIELA ESMERALDA LUCERO HERNANDEZ,MUNICIPAL,SI,1,BARRIO 20 DE JULIO VIA CUMBAL,7778198,eseguachucal@hotmail.com,,,
Nariño,GUACHUCAL,IPS INDIGENA DEL RESGUARDO DE MUELLAMUES,900001297,SEGUNDO SERBELION CUASTUMAL CUASTUMAL,INDIGENA,SI,1,RESGUARDO INDIGENA DE MUELLAMUES,927752464,IPSIMUELLAMUES@yahoo.es,,,
Nariño,GUACHUCAL,IPS-I ASOCIACION DE CABILDOS DE GUACHUCAL Y COLIMBA,814005647,SEGUNDO CARLOS CUASES INGUILAN,INDIGENA,SI,1,"Sector ""EL CONSUELO"" Via a Túquerres",27778068,ipsiguachucalycolimba@gmail.com,,,
Nariño,GUAITARILLA,CENTRO HOSPITAL GUAITARILLA E.S.E.,814002021,NANCY MARCELA RIASCOS VIVAS,MUNICIPAL,SI,1,PLAZA SANTAFE,7433026,eseguaitarilla@hotmail.com,,,
Nariño,GUALMATÁN,CENTRO DE SALUD SEÑOR DE LOS MILAGROS DE GUALMATÁN - EMPRESA SOCIAL DEL ESTADO - E.S.E.,814001594,LIZETH DEL PILAR CANDO IMBACUAN,MUNICIPAL,SI,1,CARRERA 5 CALLE 8 FRENTE HOGAR INFANTIL EL PRINCIPITO,7790136,esegualmatan@hotmail.com,,,
Nariño,ILES,CENTRO DE SALUD ILES E.S.E.,814006632,DAVID ANDRES CASTRO BASTIDAS,MUNICIPAL,SI,1,AVENIDA IPIALES,7752662,centrodesaludilesese@yahoo.es,,,
Nariño,IMUÉS,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,900142999,CARLOS STEVE FERNANDO REVELO DELGADO,MUNICIPAL,SI,1,Barrio Libertad,3176682850,ese.santiagoimues@gmail.com,,,
Nariño,IPIALES,ASOCIACION DE CABILDOS INDIGENAS ZONA IPIALES,837000096,CARLOS ALBEIRO PINCHAO CUASQUER,INDIGENA,SI,1,CALLE 9 N. 5 46 EDIFICIO FISCALIA PISO 2,7254099,ipsacizi@yahoo.es,,,
Nariño,IPIALES,HOSPITAL CIVIL DE IPIALES ESE,800084362,DIEGO FERNANDO MORALES ORTEGON,DEPARTAMENTAL,SI,2,AVENIDA PANAMERICANA NORTE,(2)7733699,hospitalcivilipiales@gmail.com,,,
Nariño,IPIALES,Institucion Prestadora de Servicios de Salud Indígena Guaitara,900056747,OLGA DE JESUS POTOSI CABRERA,INDIGENA,SI,1,Los Chilcos,7253169,ipsiguaitara@gmail.com,,,
Nariño,IPIALES,ips indígena mallamás,837000084,FABIO EDMUNDO ENRIQUEZ MIRANDA,INDIGENA,SI,1,CARRERA 1 NORTE No. 4-56 AV. PANAMERICANA,7255857 - 7256112,contacto@ipsmallamas.com,,,
Nariño,IPIALES,IPS MUNICIPAL DE IPIALES E.S.E.,900190473,RAUL ANDRES ORBES CHAVES,MUNICIPAL,SI,1,Calle 26 Numero 8-114,7750564,ipsmunicipalese@yahoo.es,,,
Nariño,LA CRUZ,HOSPITAL EL BUEN SAMARITANO E.S.E. LA CRUZ,891201410,GERARDO ORLANDO BRAVO MUÑOZ,MUNICIPAL,SI,1,CL 12 KR 11,7266462- 3128500418-3122590139.,hbs@hospitalbuensamaritano.gov.co,,,
